ID,User Story,Requirements,Manual Scenario,domain
136,"As a User, I want to open current location for single / same folder Move","1. When a user moves single resource we load the current location as opened in the V3 folder tree branch
2. If current user lacks permission to items earlier in that tree, then the top level view (current state) will open instead
3. When a user bulk moves resources from the same folder, we load the current location as opened in the V3 folder tree branch","Scenario: Loading the Correct Folder Location in V3 Folder Tree When Moving Resources
Given the user is moving a resource
When the user moves a single resource
Then the current location should be loaded as opened in the V3 folder tree branch
And if the user lacks permission to items earlier in that tree, the top-level view should open instead
When the user performs a bulk move of resources from the same folder
Then the current location should be loaded as opened in the V3 folder tree branch",Digital Asset Management
46,"As a User, I want to see Button Widget's background colour config designs in line with entire Side Panel","1. Be able to see the Button Widget’s settings on Button background & text colours
2. Be able to see the consistent selected, default and hovered state effects","Scenario: View and verify button visual states
 Given I am configuring a Button Widget
 And I am on the button style settings
 
 Then I should see color configuration options:
   | Setting              | Options                    |
   | Background Color     | Color picker with presets  |
   | Text Color          | Color picker with presets  |
 
 When I preview the button
 Then I should see the button states:
   | State     | Visual Effect                |
   | Default   | Base colors                  |
   | Hover     | Slight color lightening      |
   | Selected  | Highlighted border           |
 
 When I change the background color
 And I change the text color
 Then the button preview should update automatically
 And all states should maintain consistent effects",Digital Asset Management
112,"As a User, I want to configure both Block and Video Widget properties",1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:,"Scenario: User configures settings for Block and Video Widgets  
    Given the user is in the Page Builder  
    When the user selects a Block Widget or a Video Widget  
    Then the widget settings panel should open in the navigation panel  
    And the settings should include previously defined Block and Video Widget properties  
    When the user modifies any settings in the panel  
    Then the changes should be applied to the selected widget in real time  
    And the settings should persist when the page is saved  ",Digital Asset Management
149,"As a User, I want to  end my Session automatically when I leave the page by default",1. Be able to end the session automatically by default for the user when close the markup overlay,"Scenario: Automatically End Session When Markup Overlay is Closed
Given the user has an active session in the markup overlay
When the user closes the markup overlay
Then the system should automatically end the user session by default






",Digital Asset Management
24,"As a user, I want to Filter within my selected Resources on my Bulk Edit page (Left Panel Resource selection updates)","We consolidate the above into new options, with handling still accounted for on the single views
ie: instead of ‘Virus Detected’ and ‘Duplicate’ and ‘Field Errors’ we just have a generic ‘Errors’ filter for Bulk Edit, different from Bulk Upload. This means we will only have below options:
Processing Completed 
Upload Processing
Errors","Scenario: Verifying Filter Option
      Given user is on bulk edit page with selected resources
      When user clicks on the filter dropdown
      Then user can see the dropdown option: ""Processing Completed"", ""Upload Processing"", ""Errors""
      When user clicks on error option
      Then the list of selected resources should be filtered to display only those with errors
      And displaying X of Y label should update to show the number of resources displayed after filtering",Digital Asset Management
1,"As a user, I want to enable image tagging from the Asset Intelligence section in the MCP settings","1. A new MCP setting is to be created under the Asset Intelligence section for Image Tagging (Azure). We may try any tie some of the existing Imagga settings later but for now we’ll keep seperate. 
2. Under Enable Video / Audio Tagging: there needs to be a new setting called Enable Image Tagging 
3. All Image Tagging Capabilities and categories will be dependant on this setting 
4. If this setting is enabled, then the platform should ignore any Imagga functionality and use Azure only
5. Underneath the setting Azure Video Processing Limit (per billing cycle):  there needs to be a new setting called Azure Image Processing Limit (Images) (per billing cycle):
6. While we’re here, change  Azure Video Processing Limit (per billing cycle): to  Azure Video Processing Limit (minutes) (per billing cycle):
7. Any Azure functionality and tickets worked on in this project should be tied to the Enable Image Tagging setting","Scenario:  Verify the MCP setting
Given I am an admin 
When I go to MCP setting
Then I can see a new MCP setting called ""Enable Image Tagging:"" is available under Asset Intelligence section -> Enable video / Audio Tagging
And I can see a new setting under asset intelligence as ""Azure Image Processing Limit (Images) (per billing cycle):""
And I can see Azure Video Processing Limit (per billing cycle): is changed to Azure Video Processing Limit (minutes) (per billing cycle):",Digital Asset Management
99,"As a User, I want to Publish Resource Grouped Requests handled in Group Review Page","1. *Overall* page design and behaviour matches Grouped Download handling with some minor exceptions
2. *Bulk Download* will not yet display here
3. Response fields may differ than Grouped Download on Bulk and Single level, such as:
4. *Hide Decline* may be enabled for Record File Approvals (not applicable for Grouped Download)
5. *Approve with Comments* may be enabled for Record File Approvals (not applicable for Grouped Download)
6.  Requests may be *staged* (not applicable for Grouped Download)
7. Logic here to follow Bulk Review for now - ie, requests may be progressed to different stages from one another in the Grouped Request","Scenario: User reviews and processes grouped requests in the Group Review Page  
    Given the user is on the Group Review Page  
    When grouped requests are displayed  
    Then the overall page design and behavior should match Grouped Download handling  
    But Bulk Download should not be displayed  
    When reviewing a Record File Approval request  
    Then ""Hide Decline"" may be enabled  
    And ""Approve with Comments"" may be enabled  
    When processing grouped requests  
    Then requests may be staged  
    And requests may progress to different stages independently, following Bulk Review logic  ",Digital Asset Management
36,"As a user, I want to review my document against compliance rules before submitting it to the system so that I can address issues early in the process.","1. Capture and extract content from the active Word document
2. Send document content and filter values to Review API
3. Implement ""Fix Issue"" functionality that navigates to the relevant section in Word
","Scenario: User reviews document against compliance rules before submission
  Given the user has an active Word document open
  When the user initiates a compliance review
  Then the system should capture and extract the content from the active Word document
  And send the extracted content along with any selected filter values to the Review API
  And display the compliance issues returned by the API

  When the user clicks ""Fix Issue"" on a listed compliance issue
  Then the system should navigate to the corresponding section in the Word document",Digital Asset Management
141,"As a User, I want Surface Question/Answer/Rating back end data in weekly report / script","1. Update the weekly closed_captions_activation_report_ to include 
2. Name update: weekly_asset_intelligence_report
Remove the Dev Server report ones e.g. dcfprod, rtsprod, dev018, dev015, dpctest, dcftest, dev016, dev003, dev027, dev026, rtstest, macsprod ","Scenario: Update Weekly Report Name and Remove Dev Server Reports
Given the system generates the weekly_closed_captions_activation_report
When the report is updated
Then the report name should be changed to weekly_asset_intelligence_report
And any entries related to the following Dev Server reports should be removed:
dcfprod
rtsprod
dev018
dev015
dpctest
dcftest
dev016
dev003
dev027
dev026
rtstest
macsprod",Digital Asset Management
63,"As a User, I want to see different effects on Sections/Blocks so I can know different states of them","1. Be able to see hovering border effect as per design 
2. Be able to see selecting border effect as per design 
3. Be able to see default state effect as per design 
","Scenario: Display Border Effects for Different States
Given the user is in Simple Page Builder
When they hover over an element (e.g., Section, Block, or Widget)
Then a hovering border effect should appear as per design

When the user clicks to select an element
Then a selecting border effect should be displayed as per design

When no interaction is happening
Then the element should display its default state effect as per design






",Digital Asset Management
126,"As a User, I want to add MCP Feature Flag for Collaborators in Approvals project","1. Add a new MCP setting in development section:
2. Setting name: *Collaborator in approvals (BETA)*
3. Can be listed at bottom of development section 
4. All project work to be tied to this setting ","Scenario: Add and Display MCP Setting for ‘Collaborator in Approvals (BETA)’
Given the user navigates to the development section in settings
When the MCP setting Collaborator in Approvals (BETA) is added
Then the setting should be listed at the bottom of the development section
And all project work related to Collaborators in Approvals should be tied to this setting",Digital Asset Management
148,"As a User, I want new Auth Screens + Success Page - Add in Menu / Login Bar","1.The tiger team consensus is to show a logo, but not the log-in or nav menu. So this would be like the CPSL links","Scenario: Display Logo Without Login or Navigation Menu
Given the user accesses the specified page
When the page loads
Then the logo should be displayed
And the login option should not be shown
And the navigation menu should not be displayed",Digital Asset Management
13,"As a user, I want to be able to see the GIF or Lottie File converted MP4 on the Markup Screen in Approvals so that I can markup the animation to get feedback and new revisions worked on","1. Users should see the preview of the GIF or Lottie File converted MP4 on the MArkup Tab of the Approvals Screen. This should help users to preview the animation while markup/approving
2. As a user on the Markup Request Tab
3. The preview should show the GIF or Lottie File converted MP4
4. Approvals uses PDFTron
5. It should use the converted original video 
6. All functionality here should be the same as if it was a MP4 file
7. The controls from PDFtron should be visible
8. Users should be able to markup as if it was an Mp4","Scenario:  Verify the GIF and Lottie file preview on Version/Revision screen
  Given I am an admin 
  When I upload Lottie and GIF file
  And navigate to the Version/Revision screen
  Then The file should have been converted to MP4
  And The controls should be hidden
  And The MP4 should autoplay",Digital Asset Management
41,"As a User, I want to be able to view my Record's Request status in the same section that's available for other V3 Approval types","1. Within the new Record Publish Approval review page, there should be a “Request Status” section which includes the same information as appears for other request types. 
2. This should include (though is not limited to):
- Request Status
- Approval(s) Still Required
- Waiting on","Scenario: User views Request Status for Record Publish Approval in the V3 Approval Review Page
  Given a user has submitted a Record for Publish Approval
  And the Record appears in the V3 Approval Review page
  When the user navigates to the Record's review detail page
  Then the page should display a “Request Status” section
  And the section should include:
    | Field                   |
    | Request Status         |
    | Approval(s) Still Required |
    | Waiting on             |
  And the information should be consistent with other V3 Approval types",Digital Asset Management
84,"As a User, I want Confirmation dialog on Template Resource deletion that will warn that generated jobs will also be deleted as well","1. When user clicks to delete Template Resource, a variant of the below pop-up displays calling out that Jobs will be deleted along with the Template
","Scenario: Deleting a Template Resource with Associated Jobs
Given a user has selected a Template Resource that has associated Jobs
When they click Delete
Then a confirmation pop-up appears
And the pop-up explicitly states that all associated Jobs will be deleted along with the Template
And the user must confirm or cancel the deletion action",Digital Asset Management
125,"As a config user, I want to see/enable a new Setting in Admin > Template for Workflows for Collaborators in Approvals [Resource Feedback]","1. Once MCP setting is enabled, new setting displays for Resource Feedback Workflow Templates
2. This applies for existing and new templates","Scenario: Display New Setting for Resource Feedback Workflow Templates When MCP is Enabled
Given the MCP setting is enabled
When a user views the settings for Resource Feedback Workflow Templates
Then a new setting should be displayed
And the new setting should be available for both existing and new templates",Digital Asset Management
145,"As a user, I want to be able to be able to go the next record and previous record while in the record page","1. If the record is first in the list the previous button should not show
2. If the record is last in the list the next button should not show
3. Show next/previous only on hover","Scenario: Display Next/Previous Buttons Based on Record Position and Hover State
Given the user is viewing a list of records
When the user selects the first record in the list
Then the Previous button should not be displayed
And the Next button should be displayed only on hover
When the user selects the last record in the list
Then the Next button should not be displayed
And the Previous button should be displayed only on hover
When the user selects any middle record in the list
Then both Previous and Next buttons should be displayed only on hover",Digital Asset Management
32,"As a user, I want to be able to click Submit Selected & Continue (Bulk)","1.Submit & continue button submits the selected requests
2. Page remains open, requests remain on left page
3. When submit is clicked, disable handling for actions/buttons kicks in 
4.vBlue Info Snackbar shows on submit: 
5. Content: “Submitting Response(s)”  
6. Green Snackbar handling on successful submit of 1+ items
7. Content: “{{X}} Responses submitted” 
8. {{X}} = number of successful responses, excluding any that failed validation","Scenario: Submit multiple responses while staying on the page
  Given I am on the Grouped Review page
  And I have selected 3 requests:
    | Request ID | Status   |
    | REQ-001   | Pending  |
    | REQ-002   | Pending  |
  And I have entered valid responses for ""REQ-001"" and ""REQ-002""
  And I have entered an invalid response for ""REQ-003""
  
  When I click the ""Submit & Continue"" button
  Then the ""Submit & Continue"" button should be disabled
  And the ""Apply to Selected"" button should be disabled
  And a blue info snackbar should appear with message ""Submitting Response(s)""
  
  When the submission process completes
  Then a green snackbar should appear with message ""2 Responses submitted""
  And the submission buttons should be re-enabled
  And the requests should remain visible in the left panel
  And requests ""REQ-001"" and ""REQ-002"" should show status ""Approved""
  And request ""REQ-003"" should show validation errors
  And I should remain on the Grouped Review page",Digital Asset Management
54,"As a User, I want to report Resource Download (Original) action in Usage Reporting for Custom Page Module","1. Be able to track the Smart Page usage reporting for resource download action (Original size type of Resource, aka “Best“ quality)
","Scenario: Tracking Smart Page Resource Download Actions
Given the user has access to the reporting module
When a user downloads a resource in its original size (""Best"" quality) from a Smart Page
Then the system should log the resource download action in the report

And the report should include details such as:

The Smart Page where the download occurred
The specific resource name
The action type as ""Resource Download (Original)""
The timestamp of the download",Digital Asset Management
144,"As a user, I want to set a Custom limit to number of files allowed within a Multiple Upload Field - Updated handling for existing files that exceed new limit","1.For existing records, if the new max is set to less than previously, there may be records that contain multi uploads fields that have more than the allowed max
2.This will only be re-validated on edit of record if user tries to add more files","Scenario: Revalidate Multi-Upload Field Only When Adding More Files
Given an existing record contains a multi-upload field with more files than the newly set maximum limit
When the max file limit is reduced in the system settings
Then the existing record should not be automatically revalidated
But if the user edits the record and tries to add more files
Then the system should revalidate the file limit
And prevent the user from adding new files if the total would exceed the new maximum limit",Digital Asset Management
106,"As a User, I want to switch Page Categories when viewing a Page if there are multiple Page Categories","1. Be able to see multiple Page Categories in the dropdown to switch from Nav, if there are more than one Page Categories exist and the user has permission to view those pages are under the Page Categories
2. Be able to select and to switch to another Page Category (incl. 'All Pages') via the drop-down menu as per design, then load Pages under from Nav
","Scenario: User can switch Page Categories via the dropdown  
    Given the user is viewing a Page  
    And multiple Page Categories exist  
    And the user has permission to view pages under these categories  
    When the user opens the Page Category dropdown in the navigation  
    Then the available Page Categories, including ""All Pages,"" should be displayed  
    When the user selects a different Page Category from the dropdown  
    Then the Pages under the selected category should be loaded in the navigation panel  ",Digital Asset Management
19,"As a Database Manager, I want to allow end users to Add More child records ('Add More') - Handle maximum child records","1. Configure Auto-Created Records overlay in the form builder, a setting called Allow User to Add More {Recordcustomnameplural} was added
2. While 30 is maximum total number of child records, we will keep this field ‘Allow User to Add More {Recordcustomnameplural}’ enabled / clickable even if 30 exist in config, since end users can potentially remove non-mandatory ones (which would then let them add more)
3. If however 30 exist in config and ALL 30 are disabled for ‘Allow User to skip…’ then we de-select + disable this field. This is because in this scenario end user cannot add more.  
4. Disabled state hover updates to:
The max 30 {{Records}} has been added here. Remove any of the above to allow users to add more.
{{Records}} here = child custom record plural name","Scenario: 'Allow User to Add More' setting with 30 records
      Given I am in the Configure Auto-Created Records overlay
      When I add 30 records 
      And 1 of those records has 'Allow User to skip…’ enabled
      Then I can enable 'Allow User to Add More'
      When I disable 'Allow User to skip…’ on the last record
      Then 'Allow User to Add More' is disabled
      And if I hover over the setting I see the text 'The max 30 {{Records}} has been added here. Remove any of the above to allow users to add more.'",Digital Asset Management
40,"As a Product user, I want to be able to turn the Record Publish Approval feature on / off during development (MCP)",Rename the existing MCP setting name from Databases - Record Publish Approval Rewrite POC (devevelopment use only to Approvals - Record Publish Approval Rewrite (development use only),"Scenario: Product user toggles Record Publish Approval feature during development
  Given the user is a Product user with access to MCP settings
  When the user navigates to the MCP development settings section
  And the user sees the setting labeled ""Approvals - Record Publish Approval Rewrite (development use only)""
  Then the user should be able to enable or disable the Record Publish Approval feature
  And the system should respect the setting by turning the feature on or off accordingly",Digital Asset Management
234,"BP - As a User, I want to single select resources from Resource Lookup with unchangeable filter based on file type in Page Builder","1. Be able to see and select resources into Page Builder via Resource Lookup with unchangeable filter applied with results by default, depending on the target page area:
2. Page/Section/Block background: Filtering Options > General Options > File Format will be *locked* with only *Image* enabled
3. Image Widgets: Filtering Options > General Options > File Format will be *locked* with only *Image* enabled

","Scenario: User selects a resource with a locked file type filter in Page Builder  
    Given the user opens the Resource Lookup in Page Builder  
    When the user views the filtering options  
    Then the ""File Format"" filter should be locked  
    And it should only allow selecting ""Image"" file types  
    And the filtered results should be displayed by default based on the target page area  
    When the user selects an image resource  
    Then it should be added to the designated area in Page Builder  ",Brand Management
201,"PB - As a User, I want to apply/load a selected Smart Page template in Page Builder","1. Be able to click on one of the Templates and proceed to Page Builder as per design
2.Current “template“ and “thumbnails” design are dummy/mock ones, hence the selected “Templates“ *will be loaded as an empty Smart Page*
3. Once the real templates are final we will import them with the task:, and the real templates will be loaded accurately","Scenario: User selects and loads a Smart Page template in Page Builder
    Given the user is in the Smart Page template selection popup  
    When the user clicks on one of the available templates  
    Then the user should be redirected to Page Builder with the selected template loaded as an empty Smart Page  
    And the current templates and thumbnails are mock templates  
    When the real templates are finalized  
    Then the real templates should be imported and displayed in the Smart Page Builder accurately",Brand Management
272,"PB - As a Dev, I want to have a dev only MCP setting to control the feature of Simple Page Builder","1. Be able to see the dev-use only MCP setting that located at WITHIN Development Use Only Area
2. Be able to enable / disable the use of simple page builder and the new type: Simple Page for development use only
3. Unable to view the Simple Page option from page creation popup, thereby no access to Simple Page Builder if disable MCP setting","Scenario: Developer enables or disables Simple Page Builder via MCP setting
  Given the developer is in the Development Use Only area of the settings
  When the developer enables the MCP setting for Simple Page Builder
  Then the Simple Page option should be visible in the page creation popup
  And the developer should be able to access and use Simple Page Builder
  When the developer disables the MCP setting for Simple Page Builder
  Then the Simple Page option should be hidden in the page creation popup
  And the developer should not be able to access Simple Page Builder",Brand Management
179,"As a user, I want to see clearly identify that a section is part of a duplicable section",1.Indent duplicable sections,"Scenario: Indent Duplicable Sections
Given a form with duplicable sections
When a new duplicable section is added
Then the section should be indented properly to visually differentiate it from the main sections






",Brand Management
260,"PB - (Misc) As a User, I want to adjust Text colour simultaneously when interacting within the Text Widget's colour popup","1. Be able to have a Text Colour icon within Text Widget tool bar as per design
2. Be able to click on Text Colour icon and adjust Text Colour simultaneously when using the colour swatch popup as per design
3. Be able to (*can do either a OR b*)
4. click on *any other area* to dismiss the colour swatch popup, *OR*
5. click on the Text Colour icon again (see screenshot) to dismiss the colour swatch popup 
","Scenario: User adjusts text colour in the Text Widget  
    Given the user is editing text within the Text Widget  
    When the user clicks on the Text Colour icon in the toolbar  
    Then the colour swatch popup should appear as per design  
    When the user selects a colour from the swatch  
    Then the text colour should update simultaneously in real-time  
    And the user should be able to dismiss the colour swatch popup by either:  
      * Clicking on any other area  
      * Clicking on the Text Colour icon again  ",Brand Management
262,"PB - As a User, I want to add a Section to a Simple Page","1. Be able to add a Section to a Simple Page from Side Panel
2. Be able to only contain Block (up to 12)
3. Be able to have customised background Image / Colour by configuring from Side Panel 
4. Be able to customise direction: vertical / horizontal in order to drag more Blocks into by configuring from Side Panel","Scenario: User adds a Section to a Simple Page  
    Given the user is in the Simple Page Builder  
    When the user adds a new Section from the Side Panel  
    Then the Section should be added to the Simple Page  
    When the user attempts to add Blocks to the Section  
    Then the Section should allow up to 12 Blocks  
    When the user configures the Section’s background with an Image or Colour from the Side Panel  
    Then the Section should reflect the selected background settings  
    When the user sets the direction of the Section to vertical or horizontal  
    Then the Section should adjust its layout accordingly to allow dragging more Blocks  ",Brand Management
238,As a user I want to see 'Bulk Review' in bulk review page header (page name),"1. When Bulk Review page is opened, as done in, name of page is simply ‘Bulk Review’","Scenario: Show correct page name in Bulk Review header  
    Given the user navigates to the Bulk Review page  
    When the page loads  
    Then the page header should display the title ""Bulk Review""  ",Brand Management
203,"PB - (Misc) As a User, I want to further have an option to hide / unhide the download button for Images / Video","1. Be able to hide / un-hide download button for Image / Video Widgets added into Page via the hide/unhide button as per design
2. By default, Download button is unhidden","Scenario: User hides and unhides the download button for Image/Video Widgets
    Given an Image or Video Widget is added to the page
    And the download button is visible by default  
    When the user clicks the hide button for the download button  
    Then the download button should be hidden for that Image or Video Widget  
    When the user clicks the unhide button for the download button  
    Then the download button should become visible again for that Image or Video Widget",Brand Management
162,"As a user, I want to see footer actions like cancel, save as draft, next and submit (Staged Database)","1. When MCP is ON
2.Footer for staged database","Scenario: Display Footer for Staged Database When MCP is ON
Given the MCP setting is enabled
And the user is viewing a staged database
When the user navigates to the bottom of the page
Then the footer should be displayed for the staged database",Brand Management
152,"As a User, I want to click a button on the Markup screen to manually end my Session","1. Be able to click on a button from Markup screen to end the session 
2. Fixed location: Under Markup Comment Panel > Heading
Designs
3. After clicking, be able to see the button & message gone/disappeared ","Scenario: End Session via Button in Markup Screen
Given the user is on the Markup screen
And the End Session button is located under Markup Comment Panel > Heading
When the user clicks the End Session button
Then the session should be ended
And the End Session button and message should disappear from the screen",Brand Management
192,"PB - As a User, I want to see Drag & Drop Page thumbnails as preview in Custom Page v2 index page",1. Be able to preview pages as thumbnails for Drag & Drop Pages in v2 index page for both List and thumb layout views,"Scenario: User can see page thumbnails as previews for Drag & Drop Pages  
    Given the user is on the Custom Page v2 index page  
    When the user switches to List layout view  
    Then the Drag & Drop Pages should be displayed as thumbnails in the list view  
    When the user switches to the Thumb layout view  
    Then the Drag & Drop Pages should be displayed as thumbnails in the thumb view  
    And the thumbnails should correctly represent a preview of each Drag & Drop Page  
    And the thumbnails should be displayed for all Drag & Drop Pages available to the user  ",Brand Management
254,"As a User, I want to access Reply action for New Replies in Daily Digest Email","1. Be able to see and click on ""Reply"" as per design
2. Be able to re-direct to the Reply page in new tab
3. Be able to have applicable comment highlighted ready to reply to & text-box will be active as well","Scenario: User can access and reply to new comments from the Daily Digest Email  
    Given the user receives a Daily Digest Email with new replies  
    When the user clicks on the ""Reply"" action as per the design  
    Then the user should be redirected to the Reply page in a new tab  
    And the applicable comment should be highlighted and ready to reply to  
    And the text box should be active and ready for the user to type a response",Brand Management
208,"PB - As a User, I want to only select & see the combo of Widget and Block (bounding box experience) in Page Builder","1. Be able to select Widget and Block as a whole, and the bounding box will be highlighted as the same experience as old Block's bounding box
2. Be able to only navigate Up back to the Section
","Scenario: User selects a Widget and Block as a whole in Page Builder
    Given the user is in Create/Edit mode in Page Builder
    And the user has added a Widget inside a Block
    When the user selects the Widget
    Then the entire bounding box of the Widget and Block should be highlighted
    And the selection experience should match the previous Block bounding box behavior
    And the user should only be able to navigate up to the Section",Brand Management
187,"PB - As a User, I want to configure both Block and Button Widget properties","1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:
","Scenario: User configures settings for Block and Button Widgets  
    Given the user is in the Page Builder  
    And a Block Widget or a Button Widget is placed within a Section  
    When the user selects the Block Widget or Button Widget  
    Then the widget settings panel should open in the navigation panel  
    And the settings should include previously defined Block and Button Widget properties  
    When the user modifies any settings in the panel  
    Then the changes should be applied to the selected widget in real time  
    And the settings should persist when the page is saved  
",Brand Management
